mhiggs,mchi1,mchipm1,Final_CLs,exclusion
124.516164,1262.73706,1265.06821,1.0,1
122.060294,211.296327,211.48548,0.0,0
127.94669,78.5930369,1795.89343,1.0,1
126.384122,269.404034,269.586021,0.0,0
127.698718,65.8394429,1380.55301,1.0,1
127.255505,773.982382,778.505108,0.936,1
127.513035,386.788281,388.338799,0.884,1
128.124977,386.263127,389.50402,0.771,1
123.900142,404.472748,1308.18697,1.0,1
127.866531,355.126141,1300.59068,1.0,1
120.504929,1466.67385,1471.30817,1.0,1
128.9856,358.262191,360.649429,0.826,1
120.541923,274.625093,962.069943,0.264,1
124.819161,313.448933,318.640153,0.051,1
123.142788,796.90079,1424.96139,1.0,1
128.659117,711.625936,712.424775,1.0,1
126.576821,16.6905279,282.157988,0.0016435607,0
120.861841,585.435798,1043.56934,0.666,1
127.995432,851.993974,986.934413,1.0,1
126.165592,77.2912087,1320.18237,1.0,1
125.692198,1292.4355,1293.12559,1.0,1
127.398393,467.388206,469.716189,0.917,1
124.356489,841.463686,844.992122,0.941,1
128.933571,783.516678,880.630038,1.0,1
126.659358,666.447867,669.593671,0.794,1
127.201653,401.325596,983.278796,0.0962,1
122.971547,635.241609,636.534519,0.893,1
122.225219,224.734931,521.785413,0.609,1
128.072073,766.947539,767.026509,0.979,1
128.062965,635.546723,638.541569,0.678,1
128.58631,273.516742,295.855562,0.542,1
121.511889,1001.10776,1001.34914,1.0,1
122.655391,423.099386,423.24724,0.0,0
127.79314,425.849558,425.983793,0.531,1
127.991086,547.540014,548.424578,0.822,1
123.316565,349.354816,352.290506,0.943,1
121.745462,237.23819,1335.82146,1.0,1
126.863966,538.141781,542.293711,0.688,1
126.293147,284.794131,1667.11427,1.0,1
125.65576,464.46281,464.976932,1.0,1
127.012534,282.498668,283.059401,0.477,1
121.992123,442.792121,586.438852,0.73,1
126.140016,355.550313,357.48747,0.893,1
121.275256,1401.83987,1404.8881,1.0,1
125.829452,577.693822,579.075638,0.571,1
120.197694,1276.38402,1500.18032,1.0,1
125.615213,147.441001,149.696775,0.863,1
123.928698,560.4085,560.482691,0.951,1
122.231088,544.410207,546.282788,0.68,1
120.019132,397.126067,838.289512,0.351,1
125.33441,98.8502249,99.9601144,0.837,1
124.410597,226.418306,226.602934,0.0,0
123.659778,157.220062,160.18935,0.0,0
124.716524,598.773343,600.565974,1.0,1
122.91957,1235.76063,1238.38951,1.0,1
123.841449,1021.16911,1715.72711,1.0,1
122.771533,506.323336,1671.88449,1.0,1
127.09499,194.931021,1026.01309,0.476,1
128.493648,107.053778,113.540992,0.0183,0
120.662228,319.845855,938.823851,0.238,1
124.358057,185.755495,761.846735,0.117,1
122.71976,1646.84634,1655.30644,1.0,1
126.018183,655.260884,655.396287,0.857,1
120.10343,436.621786,436.762477,0.0,0
126.858508,329.514195,329.688671,0.812,1
123.026996,448.562259,492.18299,0.516,1
123.023407,246.992388,247.179202,0.0,0
126.598913,941.186252,1324.55559,1.0,1
127.787278,211.274106,211.477815,0.0,0
124.671912,217.30143,220.877011,0.307,1
122.284547,395.455518,395.589576,0.383,1
121.834694,287.108594,287.29738,0.0,0
126.056228,449.325113,897.769014,0.57,1
120.860081,103.548544,538.730635,0.5322367,1
124.65191,10.8617756,472.331285,0.00749,0
123.81346,328.883402,332.876254,1.0,1
127.61605,389.143399,1006.32418,0.467,1
125.362967,1164.87154,1279.2468,1.0,1
124.390092,505.314951,506.901743,0.304,1
128.414186,203.855341,204.044821,0.0,0
127.390124,526.350894,1056.91743,0.545,1
123.382337,586.279103,586.334373,1.0,1
127.174366,688.400934,816.388764,0.944,1
121.801449,803.978714,1702.8697,1.0,1
121.790493,1024.78651,1043.20996,1.0,1
120.541999,220.817677,221.253148,0.901,1
123.702613,995.278149,1128.42147,0.992,1
127.733025,133.23848,1906.85047,1.0,1
125.795345,71.4440825,616.01874,0.038846433,0
122.463852,58.025128,806.251135,0.007023476,0
122.170546,869.69353,1290.86232,1.0,1
128.223569,115.908313,116.212642,0.00418,0
125.325957,595.995348,597.261146,0.6031325,1
122.326195,348.794672,350.875039,0.06,1
125.898108,149.91219,150.102381,0.0,0
124.449735,1088.20701,1091.33944,1.0,1
123.731568,159.64254,680.6212,0.0536,1
120.688212,288.695131,288.875481,0.0,0
120.584084,109.331718,125.15019,0.0044,0
124.010711,587.916099,588.029596,0.375,1
121.257486,556.552115,557.198886,0.895,1
126.343513,997.26294,1072.52122,1.0,1
128.545388,434.822385,434.95648,0.0,0
127.648157,566.122921,1092.53659,0.687,1
123.73888,313.602383,315.982527,1.0,1
128.425669,155.053688,1093.07699,0.462,1
120.14412,328.589808,328.976061,0.81,1
126.060423,999.790755,1000.6719,1.0,1
123.770163,838.308014,1093.86404,0.943,1
123.838551,1241.97481,1245.46314,1.0,1
122.367076,228.369334,228.764984,0.296,1
125.528633,339.818382,339.98588,0.0,0
125.246025,505.835283,507.724208,0.5,1
127.958236,389.234767,392.435649,0.532,1
126.618609,380.632179,1564.72348,1.0,1
122.103417,1608.78773,1613.15472,1.0,1
127.406622,252.663811,875.017689,0.154,1
126.056447,810.429282,811.073591,0.788,1
123.947701,959.350895,960.17036,1.0,1
121.366942,349.639683,781.69753,0.101,1
122.036579,1776.722,1781.45868,1.0,1
127.775394,244.479036,246.73554,0.106,1
123.607131,184.928945,187.526206,0.008740796,0
125.693807,324.450021,441.190031,0.606,1
129.243131,274.253476,277.593283,0.12,1
126.682624,1080.15013,1082.05986,1.0,1
125.003196,1669.40428,1675.92223,1.0,1
124.444931,140.661793,145.417704,0.052655913,1
127.237218,925.133242,1503.61665,1.0,1
129.845726,138.84565,142.947236,0.668,1
125.808933,279.5718,683.277041,0.281,1
127.359435,888.341143,1865.549,1.0,1
120.997774,1452.58591,1453.32516,1.0,1
126.271097,724.143041,1282.335,1.0,1
122.13221,812.584959,812.676042,0.93,1
123.979138,1095.12818,1096.66325,1.0,1
127.819647,137.355136,407.043286,0.08798112,1
123.200208,327.736642,329.141555,0.0,0
127.927247,15.9493918,320.184855,3.29e-08,0
126.753184,316.205073,732.291748,0.224,1
126.278001,596.282984,734.176418,0.891,1
125.471034,1096.14827,1097.14978,1.0,1
122.111314,1749.54032,1875.4157,1.0,1
125.894443,522.053637,522.118396,1.0,1
126.886655,309.537898,309.731092,0.0947,1
125.121186,250.457811,250.643506,0.0,0
122.92693,231.295665,342.249325,0.03478428,0
123.541352,186.101985,186.859564,0.949,1
126.802078,612.807121,727.350126,0.946,1
123.738188,130.686158,135.502363,0.0,0
123.882362,285.423988,285.601513,0.0,0
123.32731,54.7860192,1062.03196,0.0838,1
125.365602,31.1837687,1052.5592,0.322,1
125.3455,22.8015068,972.993652,0.316,1
125.03769,274.236437,286.072266,0.794,1
127.259594,1431.81203,1431.86958,1.0,1
127.683597,440.253272,442.635955,0.578,1
125.291336,418.056041,418.66657,0.918,1
121.115663,812.293146,813.307394,0.889,1
126.033178,231.738037,236.785722,0.019624421,0
123.515965,136.287472,138.419239,0.385,1
122.259836,455.05245,491.963251,0.882,1
126.992777,123.528281,126.204138,0.0,0
127.047507,591.285862,1170.20298,0.505,1
121.626111,538.268559,545.267294,0.913,1
127.510244,674.81738,676.451574,0.809,1
128.846931,363.936785,364.10159,0.0,0
125.177684,57.2935926,416.189384,0.4611794,1
120.796443,131.914323,888.071583,0.161,1
123.802766,295.138591,1052.99509,0.284,1
120.947235,224.609884,224.79939,0.0,0
128.191958,225.178172,746.830412,0.0038426474,0
122.011852,261.063883,266.273964,0.503994,1
128.404778,765.830226,843.997589,0.907,1
126.384435,96.2805482,96.4592453,0.0,0
126.675725,67.4682825,1252.48517,1.0,1
121.827366,33.9474892,746.132593,0.09156492,1
122.538008,235.183427,235.372833,0.0,0
121.941911,1307.00083,1307.59497,1.0,1
121.409506,237.516226,589.283291,0.28719687,1
120.235361,793.891706,1486.71389,1.0,1
126.882832,172.686504,172.877289,0.0,0
122.485747,393.080558,393.236641,0.0,0
126.049291,414.764892,415.423982,1.0,1
127.667247,515.208853,1891.43116,1.0,1
124.686092,940.731698,1209.22635,1.0,1
124.111641,294.05735,294.765493,0.587,1
124.748809,851.020883,1013.28346,0.963,1
122.941055,883.71132,885.268421,1.0,1
122.658454,419.517536,1206.13636,1.0,1
123.585321,1063.36561,1063.44171,1.0,1
122.49681,341.585534,345.303199,0.0996,1
121.651885,102.561138,105.739839,0.0106,0
122.917327,273.220378,277.983244,0.0838,1
122.308616,237.22406,237.421324,0.0,0
125.27762,253.404803,710.323984,0.1,1
129.157017,479.295583,760.448607,0.504,1
121.285883,188.766069,190.719986,0.0,0
126.381053,427.608131,430.489298,0.872,1
125.151294,709.719721,909.085071,0.92,1
121.285765,1142.05079,1720.8418,1.0,1
128.699653,429.208353,429.342793,0.0,0
126.355474,789.508268,790.364028,0.939,1
123.474956,153.024544,153.215509,0.0,0
128.772419,655.472208,1030.76465,0.557,1
126.137107,217.552053,217.745884,0.0,0
126.824321,1216.60977,1217.3267,1.0,1
126.8597,666.41812,667.475332,0.609,1
129.440338,239.571903,242.770227,0.812,1
124.226055,231.494063,233.241909,0.874,1
121.474325,338.505701,338.67674,0.0,0
124.786541,530.664406,531.523644,1.0,1
122.262214,131.734082,132.126578,0.0188,0
125.104937,310.881608,415.834664,0.406,1
127.174444,1069.01014,1070.0392,0.932,1
125.524406,1109.28144,1289.61046,1.0,1
121.854242,32.3103031,159.710151,1.31e-08,0
127.532574,375.334212,1481.46253,1.0,1
128.127264,611.110232,611.151729,0.767,1
121.859078,187.930782,190.706651,0.056178894,1
120.874599,477.486511,477.495263,1.0,1
120.98961,255.486972,365.032628,0.266,1
125.097093,321.043314,1449.04347,1.0,1
127.489616,311.463712,314.363347,0.797,1
123.340248,740.32897,747.09283,0.81,1
128.446875,1078.84119,1080.19917,1.0,1
123.324196,283.984106,792.167494,0.228,1
126.031909,94.7097865,97.3211532,0.026,0
128.399583,411.08474,411.22762,0.0,0
127.467674,359.388597,359.531148,0.0,0
127.981702,75.5791184,465.879417,2.87e-06,0
121.284303,575.026841,575.503691,0.651,1
120.726957,275.765247,1538.62698,1.0,1
124.429648,446.400883,446.531301,0.0,0
128.121981,975.972534,985.503993,0.953,1
120.146428,1511.18687,1536.43189,1.0,1
127.385423,239.164012,239.347408,0.0,0
126.925674,10.5418311,614.701244,0.037126176,0
127.933033,286.571651,534.372974,0.411,1
126.101916,350.748238,350.917575,0.0,0
127.054761,1338.01548,1344.65853,1.0,1
125.53603,799.197354,1348.79703,1.0,1
128.389796,835.707694,1265.59772,1.0,1
121.099365,412.899757,1280.29946,1.0,1
121.375822,113.711059,119.296716,0.0304,0
124.976856,526.788912,526.85949,0.695,1
121.672969,508.115105,510.346836,1.0,1
125.006629,113.847211,652.428285,0.060185477,1
122.866855,200.56378,200.752019,0.0,0
123.566909,1171.98116,1172.54951,1.0,1
124.518265,177.349554,180.673786,0.189,1
120.565911,209.622795,209.811528,0.0,0
128.261437,96.6674895,96.8493969,0.0,0
128.14776,235.959783,236.160155,0.349,1
124.315986,186.988246,507.505946,2.85e-06,0
126.090739,305.936432,548.670586,0.612,1
124.528712,330.254283,971.767845,0.097,1
122.98054,954.734775,955.094743,1.0,1
127.570212,289.468616,289.658641,0.542,1
121.714469,686.420509,776.298232,0.976,1
122.120867,133.744792,133.934916,0.0,0
122.477839,524.737081,897.989782,0.24,1
127.895789,385.35345,1599.30653,1.0,1
129.610968,379.822062,829.944325,0.278,1
124.781098,485.511584,486.38746,0.73,1
123.356336,49.8965739,155.715351,5.39e-05,0
127.720999,33.3723923,764.98823,0.0494,0
125.092195,1261.40174,1261.78104,1.0,1
121.103332,303.862893,796.756426,0.218,1
122.375512,161.704057,164.857238,0.103,1
122.74036,205.995968,470.635656,0.61,1
127.803517,1190.45652,1192.89432,1.0,1
126.687275,221.824948,225.093594,0.399,1
124.070461,295.767995,298.552235,0.628,1
124.935517,198.219844,209.604596,0.769,1
121.895203,736.756554,739.543373,0.935,1
125.968383,153.143544,153.355618,0.00395,0
129.146309,197.254763,198.789771,0.8,1
124.681462,812.354831,1225.92499,1.0,1
126.3199,982.62396,1363.60883,1.0,1
124.774947,181.661544,181.854235,0.0,0
127.79249,343.016517,352.759294,0.871,1
124.271603,713.77682,716.517424,1.0,1
125.713606,171.320073,1316.62284,1.0,1
121.583291,708.289778,1810.83283,1.0,1
124.926507,577.807048,577.862442,0.788,1
122.48341,550.49423,551.857711,0.485,1
128.606081,678.537198,1154.39111,0.627,1
124.980819,550.054345,550.118207,1.0,1
122.947288,291.554232,302.156614,0.903,1
121.879503,494.404209,496.944307,0.928,1
124.199962,1005.28182,1125.81019,1.0,1
127.423934,679.878819,689.630053,0.704,1
128.018299,1146.0972,1237.49344,1.0,1
120.135564,230.875963,231.847229,0.897,1
127.34351,1191.06156,1197.79642,1.0,1
128.134611,329.668886,330.875318,0.875,1
126.321272,368.843627,984.80959,0.364,1
124.402597,867.137455,1708.39728,1.0,1
126.939266,837.083364,941.004352,0.942,1
122.841534,362.861489,363.199031,0.8,1
123.822004,189.124877,555.859045,0.0062787426,0
128.432876,458.116919,554.398056,0.855,1
121.204308,215.106628,415.924923,0.357,1
128.618047,112.310908,115.734009,0.0774,1
128.152501,737.710472,901.819068,0.996,1
121.855178,951.504771,1490.21749,1.0,1
127.638364,911.367333,1147.72471,1.0,1
124.616446,412.482654,412.614034,1.0,1
125.34578,356.990437,1595.80661,1.0,1
126.559751,250.222669,250.434907,0.168,1
121.226144,1397.25485,1499.29675,1.0,1
125.914982,464.447744,467.932913,0.57,1
121.58503,522.799795,938.375246,0.349,1
126.568113,412.257788,415.483328,0.799,1
123.139664,465.273875,466.215099,0.896,1
126.445792,738.095061,1387.25226,1.0,1
122.237584,529.923666,1723.54748,1.0,1
128.905228,402.10986,1591.11987,1.0,1
123.759,107.743841,115.21109,0.0375,0
128.057562,1304.97997,1544.0262,1.0,1
120.36621,120.738019,124.064737,0.0563,1
121.857376,811.586209,1913.70339,1.0,1
121.831516,116.945661,119.928246,0.0576,1
121.867725,429.548897,429.684472,1.0,1
127.112361,109.910913,546.697727,0.023548737,0
126.183449,430.711744,430.849943,0.0,0
124.285502,598.432485,602.531669,0.923,1
127.741378,415.561776,520.984566,0.778,1
129.705113,157.750485,157.948591,0.0466,0
126.10165,1306.50145,1499.6563,1.0,1
127.677841,527.844246,678.032736,0.882,1
126.130257,226.913995,232.582943,0.68911976,1
120.805842,1020.3599,1022.57934,0.949,1
121.451203,654.485593,655.711311,0.931,1
126.502021,1169.56393,1275.00156,1.0,1
123.142192,381.613018,381.76163,0.0,0
123.637968,354.792945,355.492689,0.558,1
121.791628,522.453949,523.501105,1.0,1
121.443555,361.897928,365.358613,0.689,1
122.27135,109.63394,114.69345,0.0141,0
123.494899,281.960219,284.420556,0.418,1
128.101273,497.256678,497.374273,0.547,1
125.275792,1428.6364,1629.88243,1.0,1
129.080176,202.962851,1721.93801,1.0,1
120.498259,120.798882,120.986031,0.0,0
127.441938,121.54853,123.031429,0.925,1
122.047945,513.517964,513.613651,0.882,1
126.773316,346.473918,348.932697,0.184,1
125.930787,213.712601,217.677284,0.0929,1
120.645945,581.580052,859.894707,0.931,1
123.77698,239.618287,243.812075,0.128,1
122.252082,508.270861,756.787035,0.919,1
123.361121,287.874347,394.888457,0.53,1
121.52909,983.951065,1167.73082,0.994,1
125.421094,472.474031,522.600962,0.798,1
120.575849,799.998513,1513.26083,1.0,1
124.490766,42.0303766,909.352883,0.013901126,0
127.403254,368.793896,371.068999,0.752,1
123.508059,896.292441,896.993381,0.944,1
125.902655,337.23936,339.650779,0.928,1
121.768592,346.696688,1209.52788,1.0,1
127.315138,773.860264,774.462319,0.974,1
122.018409,524.64247,968.492348,0.466,1
124.284778,100.196131,1344.25823,1.0,1
126.02943,259.890202,260.070549,0.0,0
126.497534,398.365283,399.494103,1.0,1
122.583842,421.051209,423.983254,0.11,1
124.541032,540.145267,544.427155,0.402,1
128.124623,117.489558,117.674849,0.0,0
126.803634,291.231416,291.412048,0.89,1
121.539246,1059.36305,1135.50075,1.0,1
127.989967,110.229692,763.910127,0.0011846273,0
123.96234,221.518972,221.966701,0.432,1
127.005399,347.76655,361.422221,0.855,1
127.539723,460.777415,934.156639,0.394,1
120.420866,344.169023,348.370721,0.0811,1
125.920518,516.963074,518.728139,0.854,1
124.499582,197.759622,198.4918,0.96,1
126.497482,924.673561,995.199054,0.978,1
125.282746,1223.88936,1852.41878,1.0,1
128.254926,744.051235,746.902212,0.946,1
127.550844,1118.83589,1179.98211,1.0,1
124.483699,88.3978346,624.912609,0.035944656,0
120.915878,535.657933,535.778928,0.522,1
126.764107,713.667985,713.869872,0.826,1
121.973034,101.732338,101.916254,0.0,0
122.426663,496.108586,500.928157,1.0,1
120.907175,427.258096,428.466876,0.571,1
123.967846,1284.42036,1292.29217,1.0,1
128.546597,297.617919,297.828175,0.112,1
122.462727,262.041677,269.815133,0.053174865,1
125.036842,601.343306,1248.26011,1.0,1
124.087158,310.417277,312.396449,0.531,1
122.976843,46.5452311,707.240496,0.00013644715,0
126.148221,1627.95278,1784.1775,1.0,1
129.121636,551.723689,553.063283,1.0,1
123.503605,305.585781,786.961627,0.106,1
127.12774,270.900358,1105.95909,0.418,1
127.293202,910.5326,911.36953,1.0,1
127.120566,429.802325,431.023105,0.202,1
129.139407,394.411101,394.635633,0.149,1
127.781514,360.138587,367.352483,0.728,1
123.768727,229.648335,235.723175,0.0768,1
128.381396,175.51157,176.720389,0.793,1
122.138375,1232.86806,1249.46603,1.0,1
120.634726,150.273425,551.749826,0.0659,1
123.733396,363.882049,366.221721,0.956,1
120.846449,991.860884,993.165911,0.908,1
126.798901,17.4420667,814.314689,0.001426627,0
124.906835,425.451913,426.650071,1.0,1
127.678442,149.029565,152.280491,0.025699213,0
127.053689,1357.83961,1363.81331,1.0,1
121.199434,947.727758,948.574669,1.0,1
126.319429,541.195037,1888.38754,1.0,1
121.989846,526.779789,526.903288,1.0,1
129.167528,996.78494,999.550821,0.905,1
122.559264,603.260979,603.311778,0.88,1
125.087838,554.437117,554.517622,1.0,1
123.350681,1173.71606,1174.56711,1.0,1
121.509446,227.968872,229.717216,0.729,1
128.503515,368.017558,368.999693,0.919,1
127.963551,895.634117,1877.84745,1.0,1
123.804575,126.253606,1892.82055,1.0,1
123.428562,1002.51694,1003.25083,1.0,1
128.117059,158.360004,492.445804,0.0731,1
127.089,182.34339,187.027009,0.0,0
125.658178,712.252778,714.462645,0.927,1
125.54951,360.438419,1314.96943,1.0,1
128.098879,627.376757,630.51094,0.587,1
122.063875,824.095387,859.005815,0.971,1
120.464056,307.053309,1520.93328,1.0,1
127.543137,322.055969,324.684029,0.809,1
126.057894,314.786456,316.421347,1.0,1
125.107579,617.647448,619.084572,0.556,1
129.52767,381.633933,385.454029,0.66,1
120.910448,2.43565677,637.150132,4.55e-06,0
126.618839,266.259129,268.815673,0.888,1
128.120087,285.324677,285.502658,0.0,0
126.57956,1159.10538,1159.79291,1.0,1
126.11939,772.346807,1075.70453,0.786,1
123.224277,957.34994,1082.42072,1.0,1
124.755973,387.177745,387.356824,0.19,1
123.349011,1055.35668,1160.01143,1.0,1
127.366565,50.7594519,896.800901,0.171,1
127.524956,170.968481,175.636679,0.34061024,1
127.201571,1303.92407,1308.14593,1.0,1
126.919844,61.0362658,1650.08596,1.0,1
125.448531,1405.18478,1410.25215,1.0,1
123.574693,559.715887,1017.85709,0.711,1
127.124946,49.3425692,540.433748,0.00046078686,0
128.446016,282.046222,345.072597,0.563,1
125.976421,223.942375,224.127533,0.0,0
127.313846,247.512292,247.701326,0.0,0
120.969927,475.606549,656.185937,0.804,1
123.46244,157.35109,158.861247,0.354,1
128.884828,378.158978,1367.25422,1.0,1
128.039733,437.176825,437.301473,0.0,0
122.824563,213.497565,213.686418,0.0,0
122.372957,47.3817819,1026.88162,0.45,1
124.535625,207.868647,208.071502,0.0,0
128.599089,124.070826,268.699306,0.01618459,0
122.278297,917.67351,934.548055,0.894,1
125.361299,276.046189,902.349644,0.153,1
128.663296,480.788366,784.876428,0.748,1
124.449107,459.217358,624.935839,0.829,1
128.418457,626.977015,821.757456,0.948,1
122.474878,827.666164,838.230317,1.0,1
126.09293,32.3977818,1227.64015,1.0,1
127.835481,198.203417,213.242115,0.616,1
120.506377,960.180974,963.482124,1.0,1
124.210252,424.898857,436.860108,0.426,1
129.074755,680.620001,702.648006,0.844,1
122.861479,347.247383,347.415937,0.0,0
126.599812,431.325112,431.474942,0.0,0
127.434898,135.58972,1491.02076,1.0,1
122.152578,175.203728,175.396432,0.0,0
126.884592,495.75147,507.466201,0.663,1
126.015804,424.568881,440.100638,0.915,1
121.125771,912.974275,913.384459,1.0,1
123.206801,147.432301,147.627173,0.0,0
127.173928,78.5411349,244.717019,1.27e-05,0
126.232281,1400.1602,1404.90189,1.0,1
127.864408,399.265919,1216.84551,1.0,1
125.388921,471.67507,472.336899,1.0,1
125.158746,315.971302,660.877229,0.0793,1
128.683485,715.997047,873.518108,0.901,1
126.391337,345.906486,346.685384,0.956,1
127.444297,45.3922428,1571.49944,1.0,1
128.773752,442.647617,442.843737,1.0,1
128.230742,132.325019,961.044714,0.294,1
121.513486,379.040692,1193.35521,0.391,1
123.062883,376.422388,376.582223,0.0,0
128.318291,1165.59345,1482.36513,1.0,1
120.949875,875.943348,876.734672,1.0,1
128.125947,711.977501,712.744944,0.839,1
121.781149,656.267562,656.267701,1.0,1
126.148937,940.615941,941.223315,1.0,1
128.074609,162.36794,375.747969,0.12212461,1
127.495945,190.726622,191.159588,0.893,1
122.22964,739.079631,741.280931,0.942,1
125.508568,909.756863,1652.47314,1.0,1
121.759719,681.307599,681.973753,1.0,1
122.301412,495.690652,496.423893,0.537,1
121.862237,784.227526,1451.77379,1.0,1
127.315363,121.4339,123.899621,0.468,1
123.09148,1156.23367,1160.75434,1.0,1
123.271343,131.080047,812.477224,0.0605,1
122.41936,369.380076,370.557101,0.931,1
122.291296,415.059631,416.634469,0.808,1
122.014704,912.448483,1358.11891,1.0,1
121.74536,289.676992,1185.19614,0.616,1
124.954431,176.555168,176.744515,0.0,0
122.415235,132.582887,133.667146,0.933,1
129.326692,234.147611,235.73476,0.408,1
128.720315,763.66911,876.865801,0.962,1
124.516223,1083.98944,1141.48993,1.0,1
123.450754,368.058974,370.935903,0.24,1
125.097292,779.034209,781.060086,1.0,1
127.9657,341.939019,344.769146,0.766,1
123.714235,300.381395,309.669545,0.168,1
124.729495,50.9370569,786.592703,0.0427,0
123.54311,516.219206,517.37634,0.61,1
127.133617,778.519208,784.785287,1.0,1
121.951549,655.935408,834.972764,0.931,1
127.300873,293.387967,293.559312,0.0,0
125.696043,197.295417,198.98632,0.183,1
121.888887,914.193816,916.8087,0.905,1
127.137916,341.676251,343.032858,0.706,1
124.081585,1298.9866,1299.55799,1.0,1
123.187612,665.557401,665.569521,1.0,1
125.803035,372.986966,373.144641,0.0,0
127.480341,868.81474,869.449192,1.0,1
127.743695,422.040389,1407.33998,1.0,1
127.49299,1051.58752,1507.79982,1.0,1
129.257864,347.813879,352.184416,0.312,1
125.922686,1340.77151,1341.09554,1.0,1
123.973186,300.222117,304.1268,0.0526,1
128.063694,256.207793,256.391649,0.0,0
125.800251,344.676062,344.842739,0.0,0
124.125603,547.069309,547.22468,0.0,0
125.780643,291.293441,291.469511,0.0,0
125.270859,339.737793,339.9036,0.0,0
123.588028,278.790525,281.349503,0.924,1
123.376259,1316.98663,1385.4981,1.0,1
122.236849,242.914813,751.738397,0.0474,0
122.718612,113.100578,276.946574,0.050375495,1
126.111298,301.679848,995.496327,0.297,1
125.679247,1388.71903,1681.274,1.0,1
125.920959,460.908607,768.788713,0.752,1
123.148871,254.948744,258.236688,0.0,0
120.789961,534.750907,1516.87922,1.0,1
125.794158,567.900804,567.956981,1.0,1
122.292064,1264.96685,1265.47085,1.0,1
121.204745,612.734183,614.680305,1.0,1
122.247776,261.396521,262.931239,0.428,1
123.461752,382.118584,916.391769,0.0477,0
123.38995,288.711787,1329.69546,1.0,1
129.354573,481.792347,482.013536,0.64,1
124.22712,428.634531,431.072473,1.0,1
121.799154,256.362306,825.179388,0.168,1
121.699093,168.361055,168.551296,0.0,0
127.481486,403.838508,823.922803,0.588,1
122.188436,171.735718,172.131226,0.831,1
122.087599,1043.23588,1045.86175,0.94,1
129.029359,370.212544,370.36749,0.0,0
123.694337,1083.30564,1085.75574,1.0,1
124.471903,811.892679,814.679149,0.845,1
121.412241,219.199736,219.387809,0.0,0
123.155231,323.91554,324.087999,0.0,0
120.173958,429.22545,429.362228,1.0,1
127.721068,106.61175,1297.69515,1.0,1
128.690008,94.0841726,94.2640436,0.0,0
127.076349,1288.30793,1290.69217,1.0,1
125.904961,291.17834,294.051528,0.599,1
120.724414,154.713059,156.372491,0.492,1
121.537073,190.807329,1339.71603,1.0,1
127.523533,165.404778,512.222578,0.038961112,0
128.140323,216.497996,219.3788,0.143,1
128.131767,54.8476501,572.144698,0.017965388,0
123.489927,308.169733,311.01415,0.707,1
128.960052,495.744143,931.368284,0.531,1
122.560042,1101.17267,1103.75638,0.942,1
127.976093,1087.95261,1424.88746,1.0,1
128.103122,259.17924,262.02179,0.954,1
125.319145,822.872772,823.689708,0.92,1
125.016195,396.713459,997.317752,0.417,1
126.762362,93.4344606,94.9633726,0.704,1
122.50737,436.489121,436.627022,0.0,0
123.019864,497.142158,497.949496,0.754,1
122.834763,226.974744,227.011618,1.0,1
121.556357,297.596149,297.77663,0.615,1
128.456499,363.763079,363.938455,0.541,1
126.073128,1462.18516,1463.09366,1.0,1
125.108267,132.748682,133.303114,0.0297,0
123.988913,346.584411,347.728128,0.874,1
129.350049,408.829056,928.018778,0.363,1
125.807083,135.256638,139.592168,0.0575,1
122.961843,274.311663,274.493047,0.0,0
123.497017,14.3282574,724.508862,4.14e-05,0
122.983886,455.539314,455.674324,0.738,1
128.546192,773.895803,774.656145,1.0,1
122.404398,400.797291,1537.81177,1.0,1
125.964244,123.414378,123.597555,0.0,0
124.550902,192.708816,192.900092,0.0,0
125.116992,266.341791,271.059318,0.158,1
128.135358,898.104887,901.543765,0.997,1
121.837416,639.332956,639.400544,0.905,1
125.613132,243.279575,1682.96209,1.0,1
121.600633,705.102336,874.31929,0.925,1
128.713132,316.291324,320.513449,0.325,1
126.366888,177.394657,177.588268,0.0,0
122.572284,1116.10088,1116.75745,1.0,1
124.178488,691.570871,692.181431,1.0,1
127.267763,742.678657,745.085335,0.8,1
124.504188,449.254891,451.785417,0.854,1
121.797216,124.267807,127.269256,0.00538,0
124.742127,927.525456,927.906262,0.947,1
123.765776,478.823518,1370.39555,1.0,1
123.208244,457.337132,457.463943,1.0,1
124.689971,918.63136,919.18688,1.0,1
125.986558,878.109927,1036.23726,1.0,1
128.851869,415.06521,529.437604,0.51,1
122.772127,262.395103,590.739068,0.378,1
127.188139,206.944154,211.920871,0.308,1
124.603222,90.9913149,1031.48214,0.432,1
120.645729,370.213253,913.743051,0.281,1
128.2987,161.734935,163.557797,0.236,1
124.303407,1171.92553,1556.09997,1.0,1
125.171548,487.510968,1731.25194,1.0,1
120.947955,852.213823,1217.98195,1.0,1
123.161266,210.99837,211.195087,0.0,0
123.832236,864.536709,1838.73998,1.0,1
123.023938,652.608167,1554.0992,1.0,1
123.781964,165.433062,1734.3085,1.0,1
128.994617,700.083995,1529.87135,1.0,1
122.488999,468.164025,468.279443,0.884,1
127.059493,286.99341,396.083451,0.526,1
122.033054,133.266604,595.414203,0.0474,0
122.580388,137.156562,143.334489,0.3439835,1
122.810364,160.845026,164.346582,0.621,1
122.378942,320.481834,827.181213,0.175,1
124.807956,267.10296,363.121862,0.272,1
123.094433,210.486498,399.076646,0.188,1
125.824563,577.771097,577.863423,0.9,1
