mchi1,mchipm1,Final_CLs,exclusion
944.920991,948.321171,1.0,1
128.946891,129.135488,0.0,0
317.635971,317.816312,0.0,0
370.152926,370.306193,0.0,0
1440.06868,1446.94257,1.0,1
245.130789,248.191785,0.106,1
332.451134,334.833617,0.315,1
948.901951,1055.34268,0.997,1
753.094597,1126.40576,0.868,1
579.308489,579.361419,1.0,1
605.230256,1673.68295,1.0,1
477.539245,478.70355,1.0,1
278.233173,278.421951,0.0,0
245.200614,941.473457,0.278,1
135.449798,135.63796,0.0,0
123.334805,123.524022,0.0,0
382.539782,383.61461,0.828,1
983.283693,991.395889,1.0,1
199.667838,200.724853,0.885,1
660.867318,662.307502,0.968,1
563.869993,635.538252,0.711,1
309.261061,313.302241,0.579,1
98.7899728,1123.14803,0.438,1
217.309278,217.49898,0.0,0
608.801865,611.784208,1.0,1
585.179109,744.915049,0.927,1
422.696721,422.934564,0.381,1
547.111109,1619.43591,1.0,1
480.760397,1295.84338,1.0,1
154.518352,156.687432,0.479,1
1026.66353,1027.10277,0.952,1
480.922705,483.191403,0.562,1
510.628378,925.892639,0.619,1
232.976533,525.799649,0.37989464,1
183.870102,1058.15951,0.611,1
28.6261562,174.874655,4.5e-09,0
873.759731,1308.49681,1.0,1
1100.2602,1612.33655,1.0,1
153.311097,153.537557,0.0291,0
323.165294,923.014848,0.31,1
660.828892,662.273588,0.863,1
310.884561,313.092123,1.0,1
318.252649,1244.16456,1.0,1
200.14497,200.336225,0.0,0
1266.48266,1389.26342,1.0,1
864.974929,1353.56484,1.0,1
229.755722,1128.41757,0.554,1
1436.6855,1748.20112,1.0,1
115.606361,115.80002,0.0149,0
281.65408,1038.79147,0.451,1
134.087585,317.032829,0.052,1
102.418727,105.072113,0.153,1
569.138031,570.718281,0.375,1
276.540703,276.723078,0.0,0
593.081651,662.229782,0.869,1
140.652428,140.841353,0.0,0
778.859555,792.764833,1.0,1
224.786582,224.836645,0.0263,0
41.1446152,595.882253,0.043,0
1447.29688,1539.10185,1.0,1
121.022887,822.960299,0.0848,1
1223.43112,1773.19324,1.0,1
507.667151,507.762054,0.685,1
377.534542,1179.19637,0.345,1
236.366342,236.565505,0.0,0
416.668004,417.525197,1.0,1
848.102124,849.586212,1.0,1
1305.4047,1331.96933,1.0,1
230.076857,465.658569,0.159,1
314.374173,1270.26502,1.0,1
1007.60408,1349.15192,1.0,1
604.21654,872.218856,0.924,1
750.508748,751.458053,1.0,1
347.957905,350.228636,0.0239,0
324.642299,324.830032,0.258,1
886.343702,1326.99928,1.0,1
542.739377,542.876103,0.43,1
241.597161,241.784688,0.0,0
363.511164,367.18934,0.355,1
396.578979,404.675277,0.505,1
902.504563,1090.51303,0.962,1
488.415068,493.648971,1.0,1
388.904386,696.940681,0.773,1
1525.80976,1839.34033,1.0,1
272.386198,272.724411,0.288,1
748.736051,748.836613,0.844,1
1526.33455,1526.57608,1.0,1
747.095912,747.600025,1.0,1
168.029569,174.028734,0.144,1
234.812695,235.642081,0.449,1
277.038788,299.930287,0.7889652,1
32.3914865,1228.64098,1.0,1
324.590146,324.760827,0.0,0
305.981595,596.161442,0.2,1
118.838835,119.025241,0.0,0
79.377157,236.281694,6.88e-06,0
170.754042,171.173589,0.0638,1
164.748132,812.644187,0.095,1
471.605017,471.730669,0.0,0
688.397008,1061.11102,0.635,1
172.92787,173.175399,0.0672,1
192.857754,758.271536,0.07652864,1
222.351817,907.471986,0.19,1
211.535692,213.69921,0.745,1
1077.86963,1448.65821,1.0,1
1262.73706,1265.06821,1.0,1
211.296327,211.48548,0.0,0
78.5930369,1795.89343,1.0,1
269.404034,269.586021,0.0,0
65.8394429,1380.55301,1.0,1
773.982382,778.505108,0.936,1
386.788281,388.338799,0.884,1
386.263127,389.50402,0.771,1
404.472748,1308.18697,1.0,1
355.126141,1300.59068,1.0,1
1466.67385,1471.30817,1.0,1
358.262191,360.649429,0.826,1
274.625093,962.069943,0.264,1
313.448933,318.640153,0.051,1
796.90079,1424.96139,1.0,1
711.625936,712.424775,1.0,1
16.6905279,282.157988,0.0016435607,0
585.435798,1043.56934,0.666,1
851.993974,986.934413,1.0,1
77.2912087,1320.18237,1.0,1
1292.4355,1293.12559,1.0,1
467.388206,469.716189,0.917,1
841.463686,844.992122,0.941,1
783.516678,880.630038,1.0,1
666.447867,669.593671,0.794,1
401.325596,983.278796,0.0962,1
635.241609,636.534519,0.893,1
224.734931,521.785413,0.609,1
766.947539,767.026509,0.979,1
635.546723,638.541569,0.678,1
273.516742,295.855562,0.542,1
1001.10776,1001.34914,1.0,1
423.099386,423.24724,0.0,0
425.849558,425.983793,0.531,1
547.540014,548.424578,0.822,1
349.354816,352.290506,0.943,1
237.23819,1335.82146,1.0,1
538.141781,542.293711,0.688,1
284.794131,1667.11427,1.0,1
464.46281,464.976932,1.0,1
282.498668,283.059401,0.477,1
442.792121,586.438852,0.73,1
355.550313,357.48747,0.893,1
1401.83987,1404.8881,1.0,1
577.693822,579.075638,0.571,1
1276.38402,1500.18032,1.0,1
147.441001,149.696775,0.863,1
560.4085,560.482691,0.951,1
544.410207,546.282788,0.68,1
397.126067,838.289512,0.351,1
98.8502249,99.9601144,0.837,1
226.418306,226.602934,0.0,0
157.220062,160.18935,0.0,0
598.773343,600.565974,1.0,1
1235.76063,1238.38951,1.0,1
1021.16911,1715.72711,1.0,1
506.323336,1671.88449,1.0,1
194.931021,1026.01309,0.476,1
107.053778,113.540992,0.0183,0
319.845855,938.823851,0.238,1
185.755495,761.846735,0.117,1
1646.84634,1655.30644,1.0,1
655.260884,655.396287,0.857,1
436.621786,436.762477,0.0,0
329.514195,329.688671,0.812,1
448.562259,492.18299,0.516,1
246.992388,247.179202,0.0,0
941.186252,1324.55559,1.0,1
211.274106,211.477815,0.0,0
217.30143,220.877011,0.307,1
395.455518,395.589576,0.383,1
287.108594,287.29738,0.0,0
449.325113,897.769014,0.57,1
103.548544,538.730635,0.5322367,1
10.8617756,472.331285,0.00749,0
328.883402,332.876254,1.0,1
389.143399,1006.32418,0.467,1
1164.87154,1279.2468,1.0,1
505.314951,506.901743,0.304,1
203.855341,204.044821,0.0,0
526.350894,1056.91743,0.545,1
586.279103,586.334373,1.0,1
688.400934,816.388764,0.944,1
803.978714,1702.8697,1.0,1
1024.78651,1043.20996,1.0,1
220.817677,221.253148,0.901,1
995.278149,1128.42147,0.992,1
133.23848,1906.85047,1.0,1
71.4440825,616.01874,0.038846433,0
58.025128,806.251135,0.007023476,0
869.69353,1290.86232,1.0,1
115.908313,116.212642,0.00418,0
595.995348,597.261146,0.6031325,1
348.794672,350.875039,0.06,1
149.91219,150.102381,0.0,0
1088.20701,1091.33944,1.0,1
159.64254,680.6212,0.0536,1
288.695131,288.875481,0.0,0
109.331718,125.15019,0.0044,0
587.916099,588.029596,0.375,1
556.552115,557.198886,0.895,1
997.26294,1072.52122,1.0,1
434.822385,434.95648,0.0,0
566.122921,1092.53659,0.687,1
313.602383,315.982527,1.0,1
155.053688,1093.07699,0.462,1
328.589808,328.976061,0.81,1
999.790755,1000.6719,1.0,1
838.308014,1093.86404,0.943,1
1241.97481,1245.46314,1.0,1
228.369334,228.764984,0.296,1
339.818382,339.98588,0.0,0
505.835283,507.724208,0.5,1
389.234767,392.435649,0.532,1
380.632179,1564.72348,1.0,1
1608.78773,1613.15472,1.0,1
252.663811,875.017689,0.154,1
810.429282,811.073591,0.788,1
959.350895,960.17036,1.0,1
349.639683,781.69753,0.101,1
1776.722,1781.45868,1.0,1
244.479036,246.73554,0.106,1
184.928945,187.526206,0.008740796,0
324.450021,441.190031,0.606,1
274.253476,277.593283,0.12,1
1080.15013,1082.05986,1.0,1
1669.40428,1675.92223,1.0,1
140.661793,145.417704,0.052655913,1
925.133242,1503.61665,1.0,1
138.84565,142.947236,0.668,1
279.5718,683.277041,0.281,1
888.341143,1865.549,1.0,1
1452.58591,1453.32516,1.0,1
724.143041,1282.335,1.0,1
812.584959,812.676042,0.93,1
1095.12818,1096.66325,1.0,1
137.355136,407.043286,0.08798112,1
327.736642,329.141555,0.0,0
15.9493918,320.184855,3.29e-08,0
316.205073,732.291748,0.224,1
596.282984,734.176418,0.891,1
1096.14827,1097.14978,1.0,1
1749.54032,1875.4157,1.0,1
522.053637,522.118396,1.0,1
309.537898,309.731092,0.0947,1
250.457811,250.643506,0.0,0
231.295665,342.249325,0.03478428,0
186.101985,186.859564,0.949,1
612.807121,727.350126,0.946,1
130.686158,135.502363,0.0,0
285.423988,285.601513,0.0,0
54.7860192,1062.03196,0.0838,1
31.1837687,1052.5592,0.322,1
22.8015068,972.993652,0.316,1
274.236437,286.072266,0.794,1
1431.81203,1431.86958,1.0,1
440.253272,442.635955,0.578,1
418.056041,418.66657,0.918,1
812.293146,813.307394,0.889,1
231.738037,236.785722,0.019624421,0
136.287472,138.419239,0.385,1
455.05245,491.963251,0.882,1
123.528281,126.204138,0.0,0
591.285862,1170.20298,0.505,1
538.268559,545.267294,0.913,1
674.81738,676.451574,0.809,1
363.936785,364.10159,0.0,0
57.2935926,416.189384,0.4611794,1
131.914323,888.071583,0.161,1
295.138591,1052.99509,0.284,1
224.609884,224.79939,0.0,0
225.178172,746.830412,0.0038426474,0
261.063883,266.273964,0.503994,1
765.830226,843.997589,0.907,1
96.2805482,96.4592453,0.0,0
67.4682825,1252.48517,1.0,1
33.9474892,746.132593,0.09156492,1
235.183427,235.372833,0.0,0
1307.00083,1307.59497,1.0,1
237.516226,589.283291,0.28719687,1
793.891706,1486.71389,1.0,1
172.686504,172.877289,0.0,0
393.080558,393.236641,0.0,0
414.764892,415.423982,1.0,1
515.208853,1891.43116,1.0,1
940.731698,1209.22635,1.0,1
294.05735,294.765493,0.587,1
851.020883,1013.28346,0.963,1
883.71132,885.268421,1.0,1
419.517536,1206.13636,1.0,1
1063.36561,1063.44171,1.0,1
341.585534,345.303199,0.0996,1
102.561138,105.739839,0.0106,0
273.220378,277.983244,0.0838,1
237.22406,237.421324,0.0,0
253.404803,710.323984,0.1,1
479.295583,760.448607,0.504,1
188.766069,190.719986,0.0,0
427.608131,430.489298,0.872,1
709.719721,909.085071,0.92,1
1142.05079,1720.8418,1.0,1
429.208353,429.342793,0.0,0
789.508268,790.364028,0.939,1
153.024544,153.215509,0.0,0
655.472208,1030.76465,0.557,1
217.552053,217.745884,0.0,0
1216.60977,1217.3267,1.0,1
666.41812,667.475332,0.609,1
239.571903,242.770227,0.812,1
231.494063,233.241909,0.874,1
338.505701,338.67674,0.0,0
530.664406,531.523644,1.0,1
131.734082,132.126578,0.0188,0
310.881608,415.834664,0.406,1
1069.01014,1070.0392,0.932,1
1109.28144,1289.61046,1.0,1
32.3103031,159.710151,1.31e-08,0
375.334212,1481.46253,1.0,1
611.110232,611.151729,0.767,1
187.930782,190.706651,0.056178894,1
477.486511,477.495263,1.0,1
255.486972,365.032628,0.266,1
321.043314,1449.04347,1.0,1
311.463712,314.363347,0.797,1
740.32897,747.09283,0.81,1
1078.84119,1080.19917,1.0,1
283.984106,792.167494,0.228,1
94.7097865,97.3211532,0.026,0
411.08474,411.22762,0.0,0
359.388597,359.531148,0.0,0
75.5791184,465.879417,2.87e-06,0
575.026841,575.503691,0.651,1
275.765247,1538.62698,1.0,1
446.400883,446.531301,0.0,0
975.972534,985.503993,0.953,1
1511.18687,1536.43189,1.0,1
239.164012,239.347408,0.0,0
10.5418311,614.701244,0.037126176,0
286.571651,534.372974,0.411,1
350.748238,350.917575,0.0,0
1338.01548,1344.65853,1.0,1
799.197354,1348.79703,1.0,1
835.707694,1265.59772,1.0,1
412.899757,1280.29946,1.0,1
113.711059,119.296716,0.0304,0
526.788912,526.85949,0.695,1
508.115105,510.346836,1.0,1
113.847211,652.428285,0.060185477,1
200.56378,200.752019,0.0,0
1171.98116,1172.54951,1.0,1
177.349554,180.673786,0.189,1
209.622795,209.811528,0.0,0
96.6674895,96.8493969,0.0,0
235.959783,236.160155,0.349,1
186.988246,507.505946,2.85e-06,0
305.936432,548.670586,0.612,1
330.254283,971.767845,0.097,1
954.734775,955.094743,1.0,1
289.468616,289.658641,0.542,1
686.420509,776.298232,0.976,1
133.744792,133.934916,0.0,0
524.737081,897.989782,0.24,1
385.35345,1599.30653,1.0,1
379.822062,829.944325,0.278,1
485.511584,486.38746,0.73,1
49.8965739,155.715351,5.39e-05,0
33.3723923,764.98823,0.0494,0
1261.40174,1261.78104,1.0,1
303.862893,796.756426,0.218,1
161.704057,164.857238,0.103,1
205.995968,470.635656,0.61,1
1190.45652,1192.89432,1.0,1
221.824948,225.093594,0.399,1
295.767995,298.552235,0.628,1
198.219844,209.604596,0.769,1
736.756554,739.543373,0.935,1
153.143544,153.355618,0.00395,0
197.254763,198.789771,0.8,1
812.354831,1225.92499,1.0,1
982.62396,1363.60883,1.0,1
181.661544,181.854235,0.0,0
343.016517,352.759294,0.871,1
713.77682,716.517424,1.0,1
171.320073,1316.62284,1.0,1
708.289778,1810.83283,1.0,1
577.807048,577.862442,0.788,1
550.49423,551.857711,0.485,1
678.537198,1154.39111,0.627,1
550.054345,550.118207,1.0,1
291.554232,302.156614,0.903,1
494.404209,496.944307,0.928,1
1005.28182,1125.81019,1.0,1
679.878819,689.630053,0.704,1
1146.0972,1237.49344,1.0,1
230.875963,231.847229,0.897,1
1191.06156,1197.79642,1.0,1
329.668886,330.875318,0.875,1
368.843627,984.80959,0.364,1
867.137455,1708.39728,1.0,1
837.083364,941.004352,0.942,1
362.861489,363.199031,0.8,1
189.124877,555.859045,0.0062787426,0
458.116919,554.398056,0.855,1
215.106628,415.924923,0.357,1
112.310908,115.734009,0.0774,1
737.710472,901.819068,0.996,1
951.504771,1490.21749,1.0,1
911.367333,1147.72471,1.0,1
412.482654,412.614034,1.0,1
356.990437,1595.80661,1.0,1
250.222669,250.434907,0.168,1
1397.25485,1499.29675,1.0,1
464.447744,467.932913,0.57,1
522.799795,938.375246,0.349,1
412.257788,415.483328,0.799,1
465.273875,466.215099,0.896,1
738.095061,1387.25226,1.0,1
529.923666,1723.54748,1.0,1
402.10986,1591.11987,1.0,1
107.743841,115.21109,0.0375,0
1304.97997,1544.0262,1.0,1
120.738019,124.064737,0.0563,1
811.586209,1913.70339,1.0,1
116.945661,119.928246,0.0576,1
429.548897,429.684472,1.0,1
109.910913,546.697727,0.023548737,0
430.711744,430.849943,0.0,0
598.432485,602.531669,0.923,1
415.561776,520.984566,0.778,1
157.750485,157.948591,0.0466,0
1306.50145,1499.6563,1.0,1
527.844246,678.032736,0.882,1
226.913995,232.582943,0.68911976,1
1020.3599,1022.57934,0.949,1
654.485593,655.711311,0.931,1
1169.56393,1275.00156,1.0,1
381.613018,381.76163,0.0,0
354.792945,355.492689,0.558,1
522.453949,523.501105,1.0,1
361.897928,365.358613,0.689,1
109.63394,114.69345,0.0141,0
281.960219,284.420556,0.418,1
497.256678,497.374273,0.547,1
1428.6364,1629.88243,1.0,1
202.962851,1721.93801,1.0,1
120.798882,120.986031,0.0,0
121.54853,123.031429,0.925,1
513.517964,513.613651,0.882,1
346.473918,348.932697,0.184,1
213.712601,217.677284,0.0929,1
581.580052,859.894707,0.931,1
239.618287,243.812075,0.128,1
508.270861,756.787035,0.919,1
287.874347,394.888457,0.53,1
983.951065,1167.73082,0.994,1
472.474031,522.600962,0.798,1
799.998513,1513.26083,1.0,1
42.0303766,909.352883,0.013901126,0
368.793896,371.068999,0.752,1
896.292441,896.993381,0.944,1
337.23936,339.650779,0.928,1
346.696688,1209.52788,1.0,1
773.860264,774.462319,0.974,1
524.64247,968.492348,0.466,1
100.196131,1344.25823,1.0,1
259.890202,260.070549,0.0,0
398.365283,399.494103,1.0,1
421.051209,423.983254,0.11,1
540.145267,544.427155,0.402,1
117.489558,117.674849,0.0,0
291.231416,291.412048,0.89,1
1059.36305,1135.50075,1.0,1
110.229692,763.910127,0.0011846273,0
221.518972,221.966701,0.432,1
347.76655,361.422221,0.855,1
460.777415,934.156639,0.394,1
344.169023,348.370721,0.0811,1
516.963074,518.728139,0.854,1
197.759622,198.4918,0.96,1
924.673561,995.199054,0.978,1
1223.88936,1852.41878,1.0,1
744.051235,746.902212,0.946,1
1118.83589,1179.98211,1.0,1
88.3978346,624.912609,0.035944656,0
535.657933,535.778928,0.522,1
713.667985,713.869872,0.826,1
101.732338,101.916254,0.0,0
496.108586,500.928157,1.0,1
427.258096,428.466876,0.571,1
1284.42036,1292.29217,1.0,1
297.617919,297.828175,0.112,1
262.041677,269.815133,0.053174865,1
601.343306,1248.26011,1.0,1
310.417277,312.396449,0.531,1
46.5452311,707.240496,0.00013644715,0
1627.95278,1784.1775,1.0,1
551.723689,553.063283,1.0,1
305.585781,786.961627,0.106,1
270.900358,1105.95909,0.418,1
910.5326,911.36953,1.0,1
429.802325,431.023105,0.202,1
394.411101,394.635633,0.149,1
360.138587,367.352483,0.728,1
229.648335,235.723175,0.0768,1
175.51157,176.720389,0.793,1
1232.86806,1249.46603,1.0,1
150.273425,551.749826,0.0659,1
363.882049,366.221721,0.956,1
991.860884,993.165911,0.908,1
17.4420667,814.314689,0.001426627,0
425.451913,426.650071,1.0,1
149.029565,152.280491,0.025699213,0
1357.83961,1363.81331,1.0,1
947.727758,948.574669,1.0,1
541.195037,1888.38754,1.0,1
526.779789,526.903288,1.0,1
996.78494,999.550821,0.905,1
603.260979,603.311778,0.88,1
554.437117,554.517622,1.0,1
1173.71606,1174.56711,1.0,1
227.968872,229.717216,0.729,1
368.017558,368.999693,0.919,1
895.634117,1877.84745,1.0,1
126.253606,1892.82055,1.0,1
1002.51694,1003.25083,1.0,1
158.360004,492.445804,0.0731,1
182.34339,187.027009,0.0,0
712.252778,714.462645,0.927,1
360.438419,1314.96943,1.0,1
627.376757,630.51094,0.587,1
824.095387,859.005815,0.971,1
307.053309,1520.93328,1.0,1
322.055969,324.684029,0.809,1
314.786456,316.421347,1.0,1
617.647448,619.084572,0.556,1
381.633933,385.454029,0.66,1
2.43565677,637.150132,4.55e-06,0
266.259129,268.815673,0.888,1
285.324677,285.502658,0.0,0
1159.10538,1159.79291,1.0,1
772.346807,1075.70453,0.786,1
957.34994,1082.42072,1.0,1
387.177745,387.356824,0.19,1
1055.35668,1160.01143,1.0,1
50.7594519,896.800901,0.171,1
170.968481,175.636679,0.34061024,1
1303.92407,1308.14593,1.0,1
61.0362658,1650.08596,1.0,1
1405.18478,1410.25215,1.0,1
559.715887,1017.85709,0.711,1
49.3425692,540.433748,0.00046078686,0
282.046222,345.072597,0.563,1
223.942375,224.127533,0.0,0
247.512292,247.701326,0.0,0
475.606549,656.185937,0.804,1
157.35109,158.861247,0.354,1
378.158978,1367.25422,1.0,1
437.176825,437.301473,0.0,0
213.497565,213.686418,0.0,0
47.3817819,1026.88162,0.45,1
207.868647,208.071502,0.0,0
124.070826,268.699306,0.01618459,0
917.67351,934.548055,0.894,1
276.046189,902.349644,0.153,1
480.788366,784.876428,0.748,1
459.217358,624.935839,0.829,1
626.977015,821.757456,0.948,1
827.666164,838.230317,1.0,1
32.3977818,1227.64015,1.0,1
198.203417,213.242115,0.616,1
960.180974,963.482124,1.0,1
424.898857,436.860108,0.426,1
680.620001,702.648006,0.844,1
347.247383,347.415937,0.0,0
431.325112,431.474942,0.0,0
135.58972,1491.02076,1.0,1
175.203728,175.396432,0.0,0
495.75147,507.466201,0.663,1
424.568881,440.100638,0.915,1
912.974275,913.384459,1.0,1
147.432301,147.627173,0.0,0
78.5411349,244.717019,1.27e-05,0
1400.1602,1404.90189,1.0,1
399.265919,1216.84551,1.0,1
471.67507,472.336899,1.0,1
315.971302,660.877229,0.0793,1
715.997047,873.518108,0.901,1
345.906486,346.685384,0.956,1
45.3922428,1571.49944,1.0,1
442.647617,442.843737,1.0,1
132.325019,961.044714,0.294,1
379.040692,1193.35521,0.391,1
376.422388,376.582223,0.0,0
1165.59345,1482.36513,1.0,1
875.943348,876.734672,1.0,1
711.977501,712.744944,0.839,1
656.267562,656.267701,1.0,1
940.615941,941.223315,1.0,1
162.36794,375.747969,0.12212461,1
190.726622,191.159588,0.893,1
739.079631,741.280931,0.942,1
909.756863,1652.47314,1.0,1
681.307599,681.973753,1.0,1
495.690652,496.423893,0.537,1
784.227526,1451.77379,1.0,1
121.4339,123.899621,0.468,1
1156.23367,1160.75434,1.0,1
131.080047,812.477224,0.0605,1
369.380076,370.557101,0.931,1
415.059631,416.634469,0.808,1
912.448483,1358.11891,1.0,1
289.676992,1185.19614,0.616,1
176.555168,176.744515,0.0,0
132.582887,133.667146,0.933,1
234.147611,235.73476,0.408,1
763.66911,876.865801,0.962,1
1083.98944,1141.48993,1.0,1
368.058974,370.935903,0.24,1
779.034209,781.060086,1.0,1
341.939019,344.769146,0.766,1
300.381395,309.669545,0.168,1
50.9370569,786.592703,0.0427,0
516.219206,517.37634,0.61,1
778.519208,784.785287,1.0,1
655.935408,834.972764,0.931,1
293.387967,293.559312,0.0,0
197.295417,198.98632,0.183,1
914.193816,916.8087,0.905,1
341.676251,343.032858,0.706,1
1298.9866,1299.55799,1.0,1
665.557401,665.569521,1.0,1
372.986966,373.144641,0.0,0
868.81474,869.449192,1.0,1
422.040389,1407.33998,1.0,1
1051.58752,1507.79982,1.0,1
347.813879,352.184416,0.312,1
1340.77151,1341.09554,1.0,1
300.222117,304.1268,0.0526,1
256.207793,256.391649,0.0,0
344.676062,344.842739,0.0,0
547.069309,547.22468,0.0,0
291.293441,291.469511,0.0,0
339.737793,339.9036,0.0,0
278.790525,281.349503,0.924,1
1316.98663,1385.4981,1.0,1
242.914813,751.738397,0.0474,0
113.100578,276.946574,0.050375495,1
301.679848,995.496327,0.297,1
1388.71903,1681.274,1.0,1
460.908607,768.788713,0.752,1
254.948744,258.236688,0.0,0
534.750907,1516.87922,1.0,1
567.900804,567.956981,1.0,1
1264.96685,1265.47085,1.0,1
612.734183,614.680305,1.0,1
261.396521,262.931239,0.428,1
382.118584,916.391769,0.0477,0
288.711787,1329.69546,1.0,1
481.792347,482.013536,0.64,1
428.634531,431.072473,1.0,1
256.362306,825.179388,0.168,1
168.361055,168.551296,0.0,0
403.838508,823.922803,0.588,1
171.735718,172.131226,0.831,1
1043.23588,1045.86175,0.94,1
370.212544,370.36749,0.0,0
1083.30564,1085.75574,1.0,1
811.892679,814.679149,0.845,1
219.199736,219.387809,0.0,0
323.91554,324.087999,0.0,0
429.22545,429.362228,1.0,1
106.61175,1297.69515,1.0,1
94.0841726,94.2640436,0.0,0
1288.30793,1290.69217,1.0,1
291.17834,294.051528,0.599,1
154.713059,156.372491,0.492,1
190.807329,1339.71603,1.0,1
165.404778,512.222578,0.038961112,0
216.497996,219.3788,0.143,1
54.8476501,572.144698,0.017965388,0
308.169733,311.01415,0.707,1
495.744143,931.368284,0.531,1
1101.17267,1103.75638,0.942,1
1087.95261,1424.88746,1.0,1
259.17924,262.02179,0.954,1
822.872772,823.689708,0.92,1
396.713459,997.317752,0.417,1
93.4344606,94.9633726,0.704,1
436.489121,436.627022,0.0,0
497.142158,497.949496,0.754,1
226.974744,227.011618,1.0,1
297.596149,297.77663,0.615,1
363.763079,363.938455,0.541,1
1462.18516,1463.09366,1.0,1
132.748682,133.303114,0.0297,0
346.584411,347.728128,0.874,1
408.829056,928.018778,0.363,1
135.256638,139.592168,0.0575,1
274.311663,274.493047,0.0,0
14.3282574,724.508862,4.14e-05,0
455.539314,455.674324,0.738,1
773.895803,774.656145,1.0,1
400.797291,1537.81177,1.0,1
123.414378,123.597555,0.0,0
192.708816,192.900092,0.0,0
266.341791,271.059318,0.158,1
898.104887,901.543765,0.997,1
639.332956,639.400544,0.905,1
243.279575,1682.96209,1.0,1
705.102336,874.31929,0.925,1
316.291324,320.513449,0.325,1
177.394657,177.588268,0.0,0
1116.10088,1116.75745,1.0,1
691.570871,692.181431,1.0,1
742.678657,745.085335,0.8,1
449.254891,451.785417,0.854,1
124.267807,127.269256,0.00538,0
927.525456,927.906262,0.947,1
478.823518,1370.39555,1.0,1
457.337132,457.463943,1.0,1
918.63136,919.18688,1.0,1
878.109927,1036.23726,1.0,1
415.06521,529.437604,0.51,1
262.395103,590.739068,0.378,1
206.944154,211.920871,0.308,1
90.9913149,1031.48214,0.432,1
370.213253,913.743051,0.281,1
161.734935,163.557797,0.236,1
1171.92553,1556.09997,1.0,1
487.510968,1731.25194,1.0,1
852.213823,1217.98195,1.0,1
210.99837,211.195087,0.0,0
864.536709,1838.73998,1.0,1
652.608167,1554.0992,1.0,1
165.433062,1734.3085,1.0,1
700.083995,1529.87135,1.0,1
468.164025,468.279443,0.884,1
286.99341,396.083451,0.526,1
133.266604,595.414203,0.0474,0
137.156562,143.334489,0.3439835,1
160.845026,164.346582,0.621,1
320.481834,827.181213,0.175,1
267.10296,363.121862,0.272,1
210.486498,399.076646,0.188,1
577.771097,577.863423,0.9,1
140.578255,140.782184,0.0078,0
143.056841,144.018908,0.442,1
57.5123892,743.528175,0.00046665812,0
89.8841057,92.2280517,0.0715,1
830.434719,831.505505,1.0,1
440.615898,443.486736,0.767,1
571.053494,574.953557,0.744,1
131.952506,135.810214,0.0,0
449.981913,452.046232,1.0,1
606.502438,685.937609,0.945,1
384.812376,1033.81069,0.463,1
111.781367,280.222153,0.03166818,0
641.5121,737.519125,0.947,1
19.2045244,141.285657,3.49e-08,0
1645.2109,1645.43246,1.0,1
147.126202,155.421458,0.0356805,0
349.79678,353.234933,0.35,1
280.189271,280.440895,0.501,1
142.492839,142.687028,0.0,0
467.270807,469.457445,1.0,1
629.802525,1030.43263,1.0,1
223.470684,1523.39068,1.0,1
20.20325,110.505545,0.0,0
770.349763,772.5592,1.0,1
282.991873,375.601286,0.182,1
752.055482,752.939638,1.0,1
1015.52819,1018.9288,1.0,1
766.343516,767.413923,0.909,1
173.954261,174.820876,0.337,1
235.469241,235.677393,0.078,1
354.731977,426.260696,0.419,1
215.691089,219.248877,0.499,1
163.739197,166.66688,0.599,1
414.249634,414.390552,0.0,0
770.71122,1556.46775,1.0,1
337.189895,958.273611,0.0882,1
212.646287,212.837694,0.0,0
494.106304,804.526359,0.704,1
1362.48835,1418.40182,1.0,1
624.43674,1034.5321,0.466,1
681.463399,1280.51426,1.0,1
1290.02217,1290.02857,1.0,1
151.613013,154.179883,0.142,1
552.531132,1110.52494,0.606,1
571.590382,975.299115,0.755,1
199.72141,203.078559,0.0381,0
495.268499,495.375501,0.928,1
613.461064,615.961484,0.967,1
535.799596,838.699324,0.616,1
112.48057,112.665171,0.0,0
253.229548,538.099435,0.133,1
209.563331,209.765715,0.0,0
186.942453,187.135985,0.0,0
1120.35686,1233.95998,1.0,1
1141.32826,1570.63267,1.0,1
260.072321,260.312897,0.0794,1
108.539791,109.094331,0.0269,0
887.681721,1167.46601,0.948,1
422.387014,422.59145,0.37,1
292.72585,292.906501,0.0,0
1015.80646,1439.33343,1.0,1
790.256496,791.719146,0.77,1
453.624945,1587.62327,1.0,1
1113.66737,1114.22128,1.0,1
290.285494,290.465533,0.0,0
108.517291,603.449352,0.0583,1
807.646803,918.475167,0.997,1
222.873396,1096.34175,0.481,1
427.781731,1191.3539,0.469,1
223.799462,229.61739,0.693,1
655.008547,1019.66111,0.855,1
430.05674,432.467261,0.384,1
477.547116,477.668715,0.659,1
351.804823,351.963414,0.0,0
600.185856,602.372913,0.903,1
1075.89781,1256.568,1.0,1
163.773853,166.74369,0.0786,1
99.0784812,129.218438,1.65e-08,0
618.887779,854.075672,0.837,1
245.351048,320.418117,0.464,1
1227.34604,1275.15415,1.0,1
258.483629,261.58306,0.04087143,0
533.257766,533.341598,0.932,1
718.436246,1321.88609,1.0,1
402.15147,622.388803,0.722,1
694.954704,697.683303,1.0,1
1434.47266,1810.64088,1.0,1
1275.13057,1524.73692,1.0,1
